DEP,annee,Homicides_p100k,Tentatives_d_homicides_p100k,Coups_et_blessures_volontaires_p1k,Coups_et_blessures_volontaires_intrafamiliaux_p1k,Autres_coups_et_blessures_volontaires_p1k,Violences_sexuelles_p1k,Vols_avec_armes_p1k,Vols_violents_sans_arme_p1k,Vols_sans_violence_contre_des_personnes_p1k,Cambriolages_de_logement_p1k,Vols_de_véhicules_p1k,Vols_dans_les_véhicules_p1k,Vols_d_accessoires_sur_véhicules_p1k,Destructions_et_dégradations_volontaires_p1k,Usage_de_stupéfiants_p1k,Usage_de_stupéfiants_AFD_p1k,Trafic_de_stupéfiants_p1k,Escroqueries_p1k
31,2017,0.8806,3.6693,3.2656,1.3481,1.9176,0.7933,0.1358,1.8229,14.8451,12.4467,2.1069,8.338,1.7179,9.2047,2.2529,0.0,0.794,4.657
31,2018,0.9416,3.6214,3.4165,1.4732,1.9433,0.9358,0.1152,1.5116,13.978,10.4442,1.873,9.0043,1.5007,8.9609,2.1388,0.0,0.9539,4.76
31,2019,1.5,3.9285,3.657,1.6292,2.0278,0.9871,0.1171,1.2985,14.1975,10.1169,2.1192,8.7383,1.635,8.9526,1.68,0.0,1.0378,5.1513
31,2020,0.9182,5.58,3.7605,1.8845,1.876,0.9868,0.118,0.9656,11.4038,8.1443,1.6761,7.656,1.3809,7.396,1.5631,0.3397,0.7812,5.4833
31,2021,0.9063,4.4619,3.9592,2.0845,1.8747,1.2946,0.1115,0.9844,11.7355,7.3505,1.6014,7.1202,1.3163,7.314,2.3746,1.2786,1.0618,6.5416
31,2022,0.7554,7.6909,4.6441,2.4192,2.2249,1.3892,0.1085,0.984,12.3151,8.1405,1.8019,6.6472,1.4743,7.739,3.3799,2.2159,1.0458,7.112
31,2023,1.236,6.5922,4.7306,2.5387,2.1919,1.5835,0.0982,0.8803,11.3558,8.0691,2.0663,5.7167,1.3741,8.6379,3.5722,2.5092,1.0012,7.3709
31,2024,1.03,5.8369,4.8343,2.6678,2.1665,1.6666,0.1215,0.8144,10.3216,8.3082,1.8568,5.8163,1.7051,8.0446,3.5385,2.5305,1.0664,7.0654
32,2016,1.049,1.049,1.757,0.9231,0.8339,0.5612,0.0262,0.2045,4.4948,7.2217,0.8654,1.9878,0.9913,5.7169,2.2291,0.0,0.3409,2.7798
32,2017,0.5233,3.6632,2.1403,1.0466,1.0937,0.7902,0.0366,0.2093,4.8354,5.5909,0.8896,1.9363,1.0414,6.2012,2.3183,0.0,0.2878,3.3021
32,2018,1.5684,0.5228,2.41,1.4272,0.9828,0.9044,0.0261,0.23,4.6005,4.6325,0.8521,1.3854,0.7424,5.4736,2.2166,0.0,0.1934,3.6229
32,2019,0.5225,1.5676,2.4507,1.578,0.8726,0.9562,0.0209,0.1568,4.4624,3.5863,0.8099,1.4317,0.7054,6.0091,2.0849,0.0,0.1463,3.48
32,2020,0.5213,0.5213,2.7317,1.8351,0.8967,1.0062,0.0521,0.0991,3.5815,3.6296,0.7038,1.4806,0.4275,4.8014,1.7047,0.2242,0.219,4.1445
32,2021,1.5589,0.5196,2.7438,1.6785,1.0653,1.1744,0.026,0.1403,3.4297,3.209,0.66,1.6733,0.4157,5.2537,2.0059,0.5456,0.3378,4.8639
32,2022,0.5191,0.5191,3.182,1.9154,1.2666,1.469,0.0104,0.0727,3.8516,4.0335,0.815,1.2717,0.6177,5.0299,2.0452,0.6904,0.4153,5.3777
32,2023,1.0382,1.5572,3.4415,2.149,1.2925,1.5313,0.0208,0.1869,4.5264,4.6895,1.0174,1.3237,0.7786,5.3257,2.7096,1.1004,0.3218,5.4192
32,2024,0.5191,0.5191,3.5609,2.1023,1.4586,1.6299,0.026,0.109,4.1319,7.2868,1.0278,1.3756,0.8928,5.4763,1.9206,0.9707,0.3893,5.6009
33,2016,0.7659,2.1064,3.1461,1.3149,1.8313,0.9051,0.1085,1.1336,12.6708,7.8679,2.2315,4.6072,1.62,10.3365,1.8689,0.0,0.6032,3.3778
33,2017,1.1368,2.7157,3.113,1.2934,1.8195,0.8564,0.1156,1.1387,13.3126,8.4285,2.2326,5.3613,1.6212,10.7801,2.1921,0.0,0.78,3.6037
33,2018,1.311,2.8717,3.3012,1.3959,1.9053,1.0307,0.1005,1.1868,12.8065,8.0394,2.1656,6.1379,1.6787,10.4061,2.0607,0.0,0.5032,3.7931
33,2019,0.9238,3.3256,3.4765,1.4861,1.9905,1.1215,0.093,1.2952,13.1122,9.4353,2.376,6.913,1.5267,10.8453,1.9603,0.0,0.4225,4.3012
33,2020,0.7944,6.1721,3.5829,1.7367,1.8461,1.221,0.1406,1.1269,10.0056,9.579,2.2434,6.2821,1.3463,9.4256,1.4966,0.2506,0.3263,4.5704
33,2021,1.0272,4.4714,4.0248,2.1656,1.8592,1.5203,0.1051,0.9118,10.7863,8.3409,1.9958,5.8913,1.2508,9.7452,2.1022,0.9904,0.5341,5.5373
33,2022,1.0149,5.5523,4.6532,2.5194,2.1338,1.7302,0.1104,0.8663,10.9918,8.4252,2.1117,5.2084,1.3803,8.6592,2.2412,1.0955,0.4812,6.286
33,2023,0.8358,4.0598,4.9559,2.8,2.1558,1.9361,0.1116,0.8048,10.8455,8.7076,2.2776,6.8729,1.3087,8.0956,2.3397,1.2424,0.4466,6.7738
33,2024,0.7761,3.8209,4.7792,2.6818,2.0973,1.9618,0.1033,0.8412,10.9536,8.666,2.212,6.7947,1.4132,8.7858,2.4448,1.4693,0.4305,6.6849
34,2016,1.5894,4.0619,3.8729,1.3978,2.4751,0.7912,0.1713,1.9276,17.6497,8.5871,2.7965,5.6045,2.1546,11.0695,2.9908,0.0,0.6808,4.2782
34,2017,1.3102,3.5811,3.8903,1.4132,2.4771,0.8333,0.2044,1.8989,16.405,8.2756,2.7286,5.9918,1.8692,11.2273,2.8055,0.0,0.697,4.2083
34,2018,1.294,4.4858,3.9941,1.4467,2.5474,1.0378,0.1863,1.639,15.224,7.4556,2.4887,5.6046,1.5493,10.8383,2.9183,0.0,0.7376,4.2529
34,2019,1.1909,5.4439,4.2173,1.6519,2.5654,1.042,0.1582,1.4699,15.6002,7.7163,2.682,5.9688,1.4137,11.1966,3.0869,0.0,0.6941,4.9974
34,2020,1.2616,5.8033,4.1347,1.8259,2.3087,1.0572,0.1859,1.0463,11.7917,5.9587,2.323,4.5056,1.2078,9.1836,2.9294,0.5829,0.5517,4.8849
34,2021,1.4144,3.6609,4.4023,2.1333,2.2689,1.4095,0.1281,1.0151,12.2,5.771,2.0851,4.0303,1.2888,9.2663,4.0287,2.0351,0.5899,5.8026
34,2022,1.8072,5.0931,5.1942,2.6049,2.5893,1.5058,0.1216,0.856,12.7927,5.5633,2.1843,4.4277,1.6487,9.3943,4.8631,3.3171,0.6605,6.1331
34,2023,1.6429,4.1074,5.3363,2.7593,2.5769,1.5575,0.147,1.0638,14.0118,6.2244,2.388,4.8557,1.5682,9.9151,4.9124,3.3623,0.6736,6.5529
34,2024,1.4786,8.4611,5.5038,2.8283,2.6755,1.5329,0.1298,0.9463,12.3721,6.6213,2.287,5.3272,1.6199,9.7402,5.5268,4.0203,0.6769,7.017
35,2016,0.4754,1.3311,2.395,1.0487,1.3463,0.7454,0.058,0.7169,8.3088,3.2122,1.1086,2.5899,1.3396,7.9874,1.6486,0.0,0.4069,3.3904
35,2017,0.4716,2.924,2.559,1.0941,1.4648,0.8527,0.0613,0.6414,8.1343,4.4268,1.245,2.4137,1.4054,8.0994,1.9072,0.0,0.5103,3.3475
35,2018,0.4676,2.8993,2.5271,1.1045,1.4225,0.9661,0.0692,0.6893,8.2779,4.1479,1.1092,3.2042,1.1691,7.7476,1.8331,0.0,0.5518,3.3725
35,2019,0.7411,3.4275,2.8059,1.1996,1.6063,1.0153,0.0667,0.6596,7.8231,3.6573,1.1348,2.579,1.1042,7.5998,1.6573,0.0,0.5373,3.8138
35,2020,0.4592,2.7552,3.2787,1.778,1.5007,1.1452,0.0781,0.5565,6.2377,2.9509,0.979,2.1573,0.7962,6.7034,2.0471,0.5134,0.5106,4.0584
35,2021,0.9105,2.1852,3.3105,1.8027,1.5078,1.2965,0.071,0.4297,6.0419,3.0539,1.0297,1.8856,0.8558,6.5664,2.665,1.1244,0.6965,4.394
35,2022,1.8031,3.4258,3.8657,2.2141,1.6516,1.4974,0.073,0.4994,8.3364,4.5957,1.3965,2.4738,1.4965,6.9787,3.149,1.6822,0.6392,5.3109
35,2023,0.8114,5.8599,4.0704,2.4053,1.6651,1.6597,0.0631,0.5824,8.5924,5.3275,1.6444,2.8515,1.3514,7.1689,3.1003,1.7499,0.7383,5.9537
35,2024,0.9917,3.7864,3.9766,2.3674,1.6092,1.8842,0.0838,0.5049,7.2023,5.6751,1.7751,3.0111,1.0061,6.7389,2.9155,1.8616,0.6148,5.5209
36,2016,0.0,0.4474,2.34,1.0156,1.3244,0.6845,0.0089,0.2103,4.4697,3.9572,1.3244,1.5346,1.1096,6.7113,2.1521,0.0,0.3579,2.8322
36,2017,0.45,3.1499,2.4704,1.1879,1.2824,0.747,0.018,0.2295,4.5898,5.0998,1.2824,1.8674,1.0755,7.4607,2.4974,0.0,0.414,2.8034
36,2018,0.4533,0.9066,2.8196,1.1696,1.6501,0.8477,0.0181,0.1813,4.7553,4.2555,1.4008,1.6727,1.3282,7.167,2.8876,0.0,0.3989,2.9783
36,2019,0.456,1.3679,2.9957,1.4773,1.5184,1.0031,0.0274,0.1915,4.6189,4.1059,1.0122,1.5868,1.2037,7.2817,2.2069,0.0,0.3967,3.6705
36,2020,1.8289,1.3717,3.1732,1.5957,1.5775,1.0745,0.0229,0.16,3.7127,3.7349,1.1797,1.2665,1.1751,5.9577,1.8792,0.4069,0.2652,3.7585
36,2021,0.9207,4.1431,3.4802,2.0209,1.4593,1.648,0.0138,0.221,4.4792,3.5813,1.1693,1.7171,1.1371,6.7993,3.2915,1.602,0.3084,4.5528
36,2022,0.9225,2.3062,4.1142,2.3292,1.785,1.6189,0.0184,0.2583,4.6539,3.9337,1.3099,1.808,1.7158,6.9739,2.6106,1.2961,0.2445,4.8153
36,2023,0.9225,3.6899,4.2019,2.4399,1.7619,1.5913,0.0323,0.2583,4.9444,4.5881,1.6143,2.1263,2.297,7.924,3.367,2.1863,0.2398,6.1483
36,2024,2.7674,1.3837,4.2757,2.4538,1.8219,1.7619,0.0277,0.2168,5.0644,5.8538,1.6051,2.6106,1.8127,7.7857,2.0571,0.9778,0.2491,5.4472
37,2016,0.8248,1.6496,2.3457,1.1448,1.2009,0.7143,0.0693,0.833,8.4952,4.5088,1.8953,2.4265,1.93,8.0465,2.1411,0.0,0.414,3.5498
37,2017,1.1541,1.319,2.4221,1.0536,1.3685,0.7947,0.0841,0.8161,9.5118,4.542,1.8648,2.9315,2.0412,8.7171,2.1863,0.0,0.4336,3.6125
37,2018,0.8227,3.7844,2.6919,1.1978,1.494,0.9807,0.0823,0.951,9.1533,5.5202,1.5927,3.2562,1.698,8.5708,1.7194,0.0,0.362,3.9341
37,2019,0.9835,1.8031,2.9799,1.4097,1.5703,1.1556,0.0836,0.795,8.9775,4.8675,1.4801,3.493,1.7883,8.4317,1.3392,0.0,0.3557,4.5355
37,2020,0.9802,0.6535,2.9814,1.552,1.4295,1.1354,0.0948,0.6355,6.6098,4.3728,1.3102,3.7934,1.6957,6.7585,1.2007,0.2124,0.3529,5.2114
37,2021,0.6534,3.9205,3.3619,1.8737,1.4882,1.614,0.1127,0.7465,7.039,5.0727,1.2121,5.8481,1.4849,6.9867,1.7218,0.5619,0.4623,6.2925
37,2022,0.9735,2.596,3.9979,2.1563,1.8416,1.8513,0.1006,0.7869,7.8627,4.9646,1.3159,4.9227,1.483,7.0888,1.887,0.9329,0.4381,6.2808
37,2023,1.298,4.7053,4.3191,2.5538,1.7653,1.9519,0.086,0.5646,7.0239,5.763,1.5235,4.3694,1.8205,7.1261,1.9016,1.0092,0.3148,6.675
37,2024,0.4868,2.7583,4.3127,2.536,1.7767,2.1531,0.06,0.4705,7.1407,7.5219,1.5771,5.4273,1.4262,6.6085,1.8334,0.9946,0.2499,6.6864
38,2016,0.6385,2.5541,2.9755,1.1948,1.7807,0.6968,0.174,0.9242,9.3055,11.292,2.6139,5.0921,2.127,8.932,2.0704,0.0,0.4374,3.3019
38,2017,1.2711,3.1778,2.9713,1.2521,1.7192,0.7277,0.1978,1.0662,10.2104,11.4689,2.6177,4.9876,1.7184,9.1823,2.1419,0.0,0.4457,3.5004
38,2018,0.6331,2.0577,3.3849,1.4261,1.9587,0.9299,0.1448,0.9893,10.3469,9.4124,2.5238,5.699,1.5615,9.8658,2.3062,0.0,0.4384,3.6215
38,2019,1.416,3.5401,3.6195,1.6276,1.9919,1.04,0.1471,0.9763,10.7358,9.0663,2.3018,7.0022,1.6497,9.9499,2.4065,0.0,0.5003,4.1851
38,2020,1.0176,3.4442,3.6688,1.8473,1.8215,1.0865,0.1284,0.8344,8.3592,7.6274,1.9209,5.0457,1.1225,8.4484,2.4235,0.4814,0.3812,4.7045
38,2021,0.7782,4.6695,3.8258,2.0016,1.8242,1.253,0.13,0.6148,8.3319,8.0695,2.0569,5.1535,1.6382,8.8144,3.3223,1.7612,0.372,5.5808
38,2022,1.0067,3.3298,4.2621,2.2766,1.9855,1.4132,0.1084,0.549,8.7294,8.1334,2.138,5.1503,1.7857,8.4677,3.6589,2.3401,0.429,5.8062
38,2023,1.1616,6.8144,4.5509,2.5058,2.0451,1.5487,0.1518,0.6629,8.4483,7.5584,2.6065,6.0935,1.4388,8.7186,4.1343,2.8048,0.4515,6.102
38,2024,1.5487,5.8077,4.6152,2.5074,2.1078,1.7323,0.192,0.7163,8.5025,9.0992,2.8357,6.826,1.9336,8.3113,4.4077,2.9751,0.7775,6.5093
39,2016,0.7677,1.9193,2.3261,1.0441,1.2821,0.8905,0.0269,0.2265,5.086,3.6201,1.1093,1.7043,0.9212,6.6023,2.4298,0.0,0.5604,2.9326
39,2017,0.0,0.7687,2.5097,1.1953,1.3144,0.9762,0.0461,0.1691,5.8342,2.7385,1.4336,1.7103,1.1415,7.6329,2.6289,0.0,0.2959,3.336
39,2018,1.155,1.925,2.6718,1.2204,1.4514,0.9971,0.0077,0.1925,5.1396,4.2419,1.3436,2.6603,1.1049,7.9347,2.9298,0.0,0.6545,3.3186
39,2019,0.3858,0.3858,2.8164,1.2693,1.5471,1.1458,0.0309,0.1736,4.7801,4.3928,1.1381,1.6667,1.142,7.4229,2.5502,0.0,0.5478,3.4491
39,2020,0.0,0.3864,2.8401,1.5302,1.3099,1.1824,0.0193,0.1468,3.8408,3.1521,0.9196,1.4065,0.8076,6.7273,2.0402,0.1855,0.6839,4.0611
39,2021,0.0,0.3868,3.3068,1.8062,1.5006,1.3073,0.0193,0.1315,3.7748,2.68,0.8548,1.6631,0.6498,6.4126,2.456,0.6034,0.4061,4.3086
39,2022,0.774,0.774,3.7151,2.1671,1.548,1.9349,0.0155,0.1896,4.6284,3.0356,1.0952,1.9427,1.0797,6.9,2.26,0.9868,0.3792,4.8761
39,2023,0.387,2.3219,3.9628,2.1981,1.7647,2.0007,0.0387,0.1935,4.373,2.8907,1.0371,1.6834,0.9094,7.1593,3.0804,1.7144,0.3173,4.9999
39,2024,1.161,0.774,3.9241,2.4806,1.4435,1.8498,0.0348,0.1587,4.2337,3.1475,0.9984,1.6757,0.9094,6.4202,2.7863,1.6486,0.3057,5.2244
40,2016,1.2345,0.9876,2.158,1.0123,1.1457,0.6494,0.0173,0.4988,9.5479,4.023,1.237,3.3777,1.0864,7.1258,2.4814,0.0,1.5037,3.4641
40,2017,0.4909,1.718,2.3782,0.9989,1.3793,0.8345,0.0368,0.4344,8.6613,4.129,1.1044,2.3881,1.0014,7.4759,2.6409,0.0,1.4382,3.1882
40,2018,0.0,2.6806,2.6441,1.1551,1.489,0.9991,0.0171,0.29,8.1027,3.5605,1.1527,2.8658,1.0454,6.9769,2.0202,0.0,0.9382,3.5043
40,2019,0.9669,2.4173,2.6517,1.3827,1.2691,1.1313,0.0242,0.3191,7.6386,3.4417,0.9838,2.3738,0.9161,7.0705,1.6582,0.0,0.834,3.7661
40,2020,1.6742,2.1525,2.7911,1.5139,1.2771,1.2245,0.0143,0.1555,5.6586,3.2979,0.8993,1.7076,0.629,5.9767,1.7268,0.2105,0.6673,4.0801
40,2021,0.7093,3.3099,3.2602,1.8701,1.3901,1.4894,0.0118,0.175,5.92,3.7936,0.8653,1.6337,0.6691,6.4755,1.8535,0.565,0.6525,5.3029
40,2022,1.1671,1.8673,4.0917,2.2174,1.8743,1.6852,0.0187,0.2054,7.6489,4.6078,1.0293,2.0657,0.7679,6.783,1.9373,0.8613,0.5859,5.5972
40,2023,0.4668,3.968,4.0754,2.3575,1.7179,1.8836,0.0187,0.2754,7.5415,4.6152,1.4588,2.2524,0.908,7.1914,2.1077,0.936,0.4458,5.8003
40,2024,0.2334,2.8009,4.1314,2.3505,1.7809,2.0587,0.0303,0.3314,7.3361,4.6226,1.1811,1.6619,0.6932,6.832,2.9573,1.8976,0.4108,6.2134
41,2016,1.8031,1.5025,2.2388,1.0307,1.208,0.7483,0.0751,0.3756,6.2716,6.2302,2.7136,2.6685,1.6348,7.3595,2.1757,0.0,0.2524,3.2635
41,2017,0.9038,0.9038,2.6965,1.2804,1.416,0.7984,0.0572,0.3525,5.8539,6.3983,2.2144,2.7808,1.7384,7.7399,2.4072,0.0,0.3043,3.1002
41,2018,1.2112,0.9084,2.6223,1.296,1.3263,1.084,0.0484,0.3301,5.0235,4.7234,1.8138,2.3074,1.2566,7.9274,2.3043,0.0,0.2756,3.2006
41,2019,0.0,0.9106,3.0382,1.5237,1.5146,1.2384,0.0486,0.3308,4.9656,4.2577,1.4053,1.8332,1.1868,7.506,2.6011,0.0,0.3066,3.4024
41,2020,0.0,2.429,2.8783,1.6213,1.257,1.1568,0.0577,0.2581,3.6586,3.1251,1.1173,1.2448,0.756,5.784,1.6578,0.3097,0.2368,3.6313
41,2021,0.6088,8.2191,3.3302,1.9695,1.3607,1.5129,0.0517,0.1796,4.0152,4.0288,1.5799,1.3364,1.0228,6.1095,1.9604,0.8128,0.2527,4.3774
41,2022,1.52,3.9519,3.6905,2.2313,1.4592,1.7632,0.0486,0.2037,4.4201,4.8389,2.4532,2.1948,1.4683,6.9919,1.9091,0.7448,0.2554,4.566
41,2023,0.608,5.7759,4.8761,3.3318,1.5443,1.9851,0.0578,0.304,5.174,4.9891,2.9153,2.4411,1.7085,6.7031,1.6841,0.9029,0.1611,5.5175
41,2024,0.912,4.5599,4.6238,3.1494,1.4744,1.9273,0.0638,0.2797,5.247,6.931,2.4806,2.0337,1.2585,6.6696,1.8635,1.0944,0.1155,4.8791
42,2016,1.9685,2.8872,2.7454,1.1549,1.5906,0.668,0.0827,0.8845,7.3032,8.1506,2.1247,3.2375,1.5735,10.6654,2.7139,0.0,0.3819,3.2297
42,2017,0.5243,4.8496,2.9281,1.1403,1.7878,0.6423,0.0852,0.8048,6.7528,7.3994,2.1679,3.2689,1.4785,10.4831,2.5441,0.0,0.4561,3.4419
42,2018,0.262,2.6197,3.0323,1.2247,1.8076,0.706,0.076,0.8802,6.9671,6.6544,1.9176,2.9917,1.2247,11.2897,2.5909,0.0,0.2855,3.4541
42,2019,0.7837,3.9183,3.3423,1.4903,1.8521,0.7758,0.0588,0.8124,6.6559,6.3199,2.1185,2.8199,1.4276,10.6905,2.3405,0.0,0.4806,3.7864
42,2020,1.6916,2.8627,3.0982,1.538,1.5602,0.8705,0.0794,0.6025,5.5224,4.5951,1.6213,2.242,1.2869,9.0149,2.1431,0.2668,0.3487,4.4163
42,2021,1.1703,4.5512,3.6943,1.8998,1.7945,1.1313,0.091,0.5331,5.871,5.3422,1.4343,2.3315,1.6605,8.8657,3.4108,1.7425,0.4941,5.0869
42,2022,0.9067,5.5697,4.2329,2.2007,2.0323,1.1994,0.0816,0.8044,7.6783,6.087,1.6838,2.8794,1.6942,9.427,3.6565,2.145,0.3355,5.5204
42,2023,0.5181,4.663,4.4518,2.4222,2.0297,1.3523,0.0984,0.7448,7.1136,6.8837,1.9468,2.6346,1.4973,9.5254,3.5957,2.1761,0.342,5.5502
42,2024,0.9067,6.7354,4.4467,2.3457,2.1009,1.5401,0.0958,0.8173,6.1357,7.5027,2.1631,4.15,2.2058,8.7107,4.3599,3.04,0.4106,5.6215
43,2016,0.0,0.8797,1.953,0.8226,1.1305,0.5806,0.022,0.1452,3.9413,3.7928,0.8577,1.5176,0.6994,6.167,2.4061,0.0,0.4487,2.4237
43,2017,0.88,2.6399,1.8919,0.726,1.1659,0.8096,0.022,0.1628,3.5858,4.371,0.7304,1.5751,0.5632,6.2169,2.1119,0.0,0.3784,2.7059
43,2018,2.1973,1.7578,2.272,1.1118,1.1602,0.7691,0.022,0.2241,3.9947,4.0988,1.0064,1.0547,0.5142,6.7589,2.9224,0.0,0.6987,2.6675
43,2019,0.0,3.5154,2.3246,1.1161,1.2084,0.8437,0.0264,0.1802,3.8142,3.2311,0.8613,1.1557,0.5493,6.4596,3.6077,0.0,0.8481,2.9485
43,2020,0.4396,0.8792,2.2946,1.3012,0.9935,0.9847,0.0352,0.1231,3.1342,2.4924,0.6242,1.3056,0.3297,5.7409,4.1892,0.3165,0.4923,4.031
43,2021,1.3199,0.88,2.6751,1.4519,1.2231,1.2451,0.0264,0.1364,3.1634,3.1328,0.6292,1.0867,0.8008,6.2609,4.2414,1.0295,0.3828,4.9762
43,2022,0.0,1.7531,3.0549,1.6918,1.3631,1.2009,0.0307,0.1578,3.3047,3.422,0.8064,1.3631,1.0124,6.4428,4.3653,1.5384,0.298,5.5487
43,2023,0.4383,2.1914,3.3485,1.9635,1.385,1.7575,0.0438,0.1797,3.4756,3.1053,0.9248,1.3631,0.5435,6.6006,4.2864,1.74,0.2937,5.483
43,2024,0.4383,0.8766,3.5501,2.152,1.3981,1.6085,0.0219,0.1359,3.3923,3.0364,0.8108,0.916,0.6574,5.4128,3.4055,1.4639,0.3682,5.4742
44,2016,0.869,2.3174,2.6998,1.1587,1.5411,0.7466,0.1564,0.8408,12.1085,8.1155,2.9663,7.3744,2.9069,9.7223,2.2798,0.0,0.415,3.5319
44,2017,0.7169,1.9356,2.9106,1.223,1.6876,0.9119,0.1427,1.0424,12.5514,7.8497,3.0023,8.5124,2.5077,9.4393,2.2467,0.0,0.3936,3.9056
44,2018,1.4159,2.7611,3.0598,1.3267,1.7331,1.0131,0.1345,1.0577,12.1996,8.2606,2.6768,9.0449,2.4786,9.2934,2.155,0.0,0.4488,3.7373
44,2019,0.6997,2.7986,3.3101,1.4644,1.8457,1.0845,0.1525,1.2944,12.0124,8.3716,3.0043,8.8912,2.4509,9.0683,1.9325,0.0,0.5499,4.0951
44,2020,0.692,3.183,3.2847,1.6489,1.6358,1.1715,0.137,1.0033,8.325,8.0365,2.5741,7.1168,1.9292,7.4289,1.7403,0.2339,0.4608,4.3746
44,2021,0.6174,5.4191,3.318,1.6621,1.6559,1.5194,0.1365,0.8122,9.5362,7.3248,2.8035,7.6663,2.3618,7.7123,1.7382,0.5522,0.5309,5.2167
44,2022,1.5613,4.6838,4.0036,1.991,2.0127,1.5558,0.1385,0.7514,10.2949,8.6015,3.0282,7.1296,2.8829,7.3862,2.3141,1.2327,0.5091,5.4964
44,2023,0.8146,4.4123,3.8916,2.1322,1.7595,1.6298,0.1208,0.6707,9.6405,7.3185,3.4647,5.3491,2.6481,7.6095,2.7838,1.6998,0.4792,5.6464
44,2024,1.0182,5.4305,3.8333,2.1702,1.6631,1.6869,0.1276,0.6747,8.5164,6.8777,2.9623,4.9662,1.9115,7.2857,2.9698,1.9794,0.4887,5.7808
45,2016,1.0381,2.0761,3.092,1.4281,1.6639,0.8987,0.0979,0.8497,6.743,8.5786,2.2674,2.8043,1.7558,8.3713,2.567,0.0,0.344,4.4978
45,2017,0.7373,3.0969,3.3018,1.5411,1.7608,1.0087,0.0664,0.7049,6.4666,7.9517,1.8434,2.8019,1.6413,7.6699,2.6087,0.0,0.2713,4.197
45,2018,0.8838,5.8924,3.587,1.6101,1.9769,1.0606,0.0692,0.6025,6.24,7.1793,1.5954,2.9506,1.5217,7.5717,2.5263,0.0,0.4581,4.2233
45,2019,2.2045,1.4696,3.4919,1.8003,1.6916,1.2521,0.072,0.6569,6.0858,6.1838,1.1669,2.3573,1.2404,6.8603,1.9752,0.0,0.3645,4.578
45,2020,1.0259,1.9053,3.793,2.1149,1.6781,1.2311,0.0689,0.4265,4.7017,4.5979,1.0391,2.0314,1.0333,6.1336,2.3728,0.4221,0.5042,4.8879
45,2021,1.0226,5.4049,3.9398,2.2482,1.6916,1.6624,0.073,0.4105,4.9331,4.2625,1.0372,2.0071,1.2227,5.9352,3.1159,1.4915,0.5011,5.4049
45,2022,1.3099,5.3852,4.2238,2.4685,1.7553,1.7728,0.0786,0.4148,5.5366,4.8424,1.2153,2.0668,1.2866,6.1683,2.5078,1.2852,0.3333,6.1858
45,2023,0.7277,6.8407,4.544,2.7523,1.7917,1.6854,0.0713,0.3959,5.9543,6.3274,1.3652,2.5704,1.1469,6.7592,2.2458,1.3332,0.377,6.225
45,2024,0.8733,9.0239,4.4727,2.6897,1.783,2.1177,0.0757,0.4497,5.8059,5.8946,1.5166,2.5762,0.9955,5.8816,2.435,1.6127,0.3275,6.0649
46,2016,0.5769,0.5769,1.8287,0.8538,0.9749,0.6461,0.0115,0.1673,4.2227,4.9093,1.2807,1.0845,0.8019,6.2072,1.7364,0.0,0.225,2.7344
46,2017,1.1506,0.5753,2.1228,0.8859,1.2369,0.7766,0.023,0.1956,4.7461,5.2339,1.07,1.2253,0.8284,6.3338,2.7959,0.0,0.3682,3.1525
46,2018,0.0,2.8747,2.2538,0.9717,1.2821,1.0292,0.0402,0.2415,4.8353,4.3278,1.3281,1.6616,1.3684,6.5257,2.6103,0.0,0.4427,3.8234
46,2019,0.0,0.0,2.378,1.2005,1.1775,1.0626,0.0345,0.2068,4.8307,4.6528,0.9363,1.5394,1.0397,6.0829,2.5101,0.0,0.448,3.7451
46,2020,0.0,0.0,2.645,1.4255,1.2194,1.1679,0.0229,0.1317,3.4694,2.7056,0.6927,0.9275,0.7156,5.2098,2.9885,0.4294,0.3492,4.248
46,2021,0.5716,0.5716,2.7609,1.4176,1.3433,1.1947,0.0114,0.1772,3.8527,2.8312,0.6231,0.886,0.3601,5.7505,2.7209,1.006,0.3601,5.1674
46,2022,1.1388,1.1388,3.2229,1.8164,1.4064,1.805,0.0228,0.1708,4.5382,2.5663,0.8086,1.1787,0.7061,5.9333,2.0613,0.6264,0.4612,5.8649
46,2023,0.5694,0.5694,3.314,1.9303,1.3837,1.8221,0.0171,0.1537,4.6008,3.5017,0.82,1.2584,0.5922,6.0073,1.5773,0.5637,0.3587,6.2863
46,2024,1.7082,1.7082,3.6898,2.141,1.5488,1.7823,0.0683,0.2562,4.6464,4.5862,0.7459,0.8313,0.4498,5.8251,1.6684,0.5808,0.3872,5.7624
47,2016,1.2018,1.5022,2.7641,1.2168,1.5473,0.664,0.0481,0.4447,6.9795,10.5215,1.2979,2.5388,0.8383,7.7066,1.5323,0.0,0.2073,3.2208
47,2017,3.3049,0.9013,3.0435,1.37,1.6735,0.7992,0.0631,0.4296,7.2587,9.0535,1.352,2.2894,0.7271,7.5231,1.2709,0.0,0.3395,3.4341
47,2018,0.9037,3.3135,3.4491,1.4911,1.958,0.9519,0.0663,0.3675,7.6212,7.9673,1.5785,2.437,0.8736,8.067,1.473,0.0,0.3223,4.41
47,2019,0.9056,1.5093,3.6888,1.5788,2.1101,1.138,0.0423,0.4196,7.0969,6.244,1.3071,2.2459,0.815,7.3022,1.4339,0.0,0.4226,4.2775
